PlantaID;Nome_Planta;Localizacao;Data_Inspecao;Nivel_Radiacao;Temperatura_Reator;Pressao_Reator;Eficiência_Operacional;Falhas_Detectadas;Custo_Manutencao;Status_Operacional;Potencia_Gerada
NUC-00225;Reator Atlântico;SP - Brasil;2023-08-03;1.55;311.9;72.07;97.55;0;393.86;Em Manutenção;14.73
NUC-00226;NucleoForte;MG - Brasil;2024-07-08;0.61;294.0;84.9;;5;403.03;Operando;91.72
NUC-00227;Angra 2;MG - Brasil;2025-01-11;3.66;301.14;82.54;75.75;3;34.02;Desativada;0
NUC-00228;NucleoForte;BA - Brasil;2023-04-24;2.86;366.13;119.63;96.81;4;398.19;Desativada;0
NUC-00229;Angra 1;RJ - Brasil;2023-06-28;0.93;333.4;80.77;;4;413.95;Desativada;0
;Angra 2;SC - Brasil;2023-04-04;2.61;240.51;78.48;98.03;5;67.92;Desativada;0
NUC-00231;Reator Atlântico;BA - Brasil;2023-07-26;2.67;364.99;123.31;83.69;4;229.5;Operando;80.07
NUC-00232;Reator Atlântico;SC - Brasil;2023-04-28;2.22;402.95;78.52;66.59;3;203.14;Operando;61.02
NUC-00233;Central Nuclear Santa;MG - Brasil;2024-01-30;1.65;384.4;94.16;65.24;0;491.39;Operando;68.0
NUC-00234;Angra 2;BA - Brasil;2024-11-15;2.29;272.37;87.83;;0;287.08;Operando;67.11
NUC-00235;Angra 2;SP - Brasil;2023-06-17;0.93;216.21;74.79;93.4;0;;Parcialmente Operando;43.26
NUC-00236;Central Nuclear Santa;RJ - Brasil;2023-09-19;3.69;412.47;149.31;91.5;0;158.07;Parcialmente Operando;50.55
NUC-00237;Central Nuclear Santa;MG - Brasil;2023-06-21;1.28;255.05;94.96;60.64;0;347.12;Operando;55.56
NUC-00238;Angra 2;MG - Brasil;2023-07-10;4.06;343.99;76.16;74.49;4;19.27;Operando;74.67
NUC-00239;Angra 2;RJ - Brasil;2024-09-21;4.52;1914.46;116.44;54.07;2;364.94;Operando;46.7
NUC-00240;NucleoForte;MG - Brasil;2024-03-17;3.11;287.15;80.36;86.72;3;122.21;Operando;97.21
NUC-00241;Central Nuclear Santa;RJ - Brasil;2025-01-11;4.39;;81.83;;3;286.5;Desativada;0
NUC-00242;Reator Atlântico;SP - Brasil;2024-07-24;1.03;310.54;89.42;96.77;3;156.94;Operando;105.82
NUC-00243;Reator Atlântico;SP - Brasil;2025-01-14;4.11;431.1;92.75;71.05;3;313.47;Parcialmente Operando;28.25
NUC-00244;NucleoForte;BA - Brasil;2023-05-16;3.25;385.46;115.02;55.1;1;408.43;Desativada;0
NUC-00245;Central Nuclear Santa;RJ - Brasil;2023-07-25;3.87;320.58;105.51;70.39;3;465.9;Parcialmente Operando;
NUC-00246;Central Nuclear Santa;SP - Brasil;2023-04-06;4.41;326.45;103.73;90.51;3;449.82;Operando;102.0
NUC-00247;NucleoForte;MG - Brasil;2023-12-14;4.82;332.88;108.78;55.0;0;315.5;Desativada;0
NUC-00248;Central Nuclear Santa;BA - Brasil;2023-02-22;0.65;266.39;77.15;98.99;5;132.6;Desativada;0
NUC-00249;Reator Atlântico;RJ - Brasil;2023-08-12;2.56;230.34;59.79;57.61;4;297.39;Desativada;0
NUC-00250;NucleoForte;MG - Brasil;2024-03-08;3.3;370.51;101.96;63.56;3;261.24;Desativada;0
NUC-00251;Angra 1;SC - Brasil;2024-03-13;4.74;375.08;87.77;94.25;1;484.91;Operando;89.43
NUC-00252;Reator Atlântico;MG - Brasil;2024-07-10;2.68;287.21;87.82;51.18;2;1188.28;Desativada;0
NUC-00253;Central Nuclear Santa;BA - Brasil;2023-08-22;0.71;219.26;91.83;66.6;4;434.81;Operando;71.46
NUC-00254;Central Nuclear Santa;MG - Brasil;2024-05-15;4.29;322.18;79.16;95.43;3;164.8;Desativada;0
NUC-00255;Central Nuclear Santa;MG - Brasil;2024-07-27;1.91;237.43;85.74;65.21;5;240.91;Parcialmente Operando;29.37
NUC-00256;Angra 2;BA - Brasil;2024-12-05;1.18;389.38;115.48;61.78;0;75.24;Em Manutenção;1.26
NUC-00257;Reator Atlântico;MG - Brasil;2024-06-16;0.89;257.77;90.95;51.95;2;471.61;Operando;47.67
NUC-00258;Central Nuclear Santa;BA - Brasil;2023-04-15;3.69;297.22;77.4;62.39;4;;Parcialmente Operando;23.13
NUC-00259;NucleoForte;RJ - Brasil;2024-01-02;0.04;219.25;88.2;57.44;4;170.07;Operando;63.33
NUC-00260;Angra 1;SP - Brasil;2023-02-10;2.2;212.28;71.72;55.72;2;353.79;Operando;57.83
NUC-00261;Reator Atlântico;BA - Brasil;2024-07-04;4.32;219.13;88.11;50.71;;144.55;;51.89
NUC-00262;NucleoForte;RJ - Brasil;2024-11-20;4.77;439.4;89.76;92.94;1;321.72;Operando;86.67
NUC-00263;Central Nuclear Santa;RJ - Brasil;2024-10-23;0.3;445.04;140.22;84.75;2;371.35;Desativada;0
NUC-00264;NucleoForte;MG - Brasil;2023-11-24;3.53;207.58;77.81;98.28;0;102.98;Parcialmente Operando;41.24
NUC-00265;NucleoForte;RJ - Brasil;2024-12-15;4.84;391.35;134.75;75.56;3;173.54;Em Manutenção;0.04
NUC-00266;Angra 2;RJ - Brasil;2024-07-22;4.62;204.17;73.42;97.73;2;76.19;Operando;110.02
NUC-00267;Angra 2;SC - Brasil;2023-08-11;0.81;394.51;116.45;88.25;0;237.01;Desativada;0
NUC-00268;Angra 2;RJ - Brasil;2024-12-14;;3291.59;106.74;88.35;4;341.14;Desativada;0
NUC-00269;NucleoForte;SP - Brasil;2024-08-25;4.44;431.24;109.35;59.64;4;340.66;Operando;71.23
NUC-00270;Angra 2;SC - Brasil;2023-07-05;4.48;319.17;72.72;58.73;4;291.25;Parcialmente Operando;29.83
NUC-00271;Reator Atlântico;RJ - Brasil;2023-10-21;4.49;326.32;112.74;75.67;5;237.77;Parcialmente Operando;42.29
NUC-00272;Angra 2;RJ - Brasil;2024-08-11;0.06;333.85;92.48;78.07;2;377.88;Desativada;0
NUC-00273;Central Nuclear Santa;BA - Brasil;2024-01-16;0.79;271.58;106.75;51.22;2;403.09;Desativada;0
NUC-00274;Central Nuclear Santa;MG - Brasil;2024-07-18;2.32;290.94;63.95;71.47;3;14.19;Parcialmente Operando;27.42
NUC-00275;Reator Atlântico;MG - Brasil;2025-01-20;1.7;261.23;99.4;73.76;3;304.32;Parcialmente Operando;42.02
NUC-00276;Angra 1;SP - Brasil;2023-12-04;3.87;266.08;;79.71;5;235.66;Parcialmente Operando;33.21
NUC-00277;Reator Atlântico;SP - Brasil;2023-12-27;3.5;397.04;107.25;79.0;5;113.6;Operando;68.73
NUC-00278;NucleoForte;RJ - Brasil;;4.13;255.6;57.18;76.58;4;183.44;Operando;75.69
NUC-00279;;SC - Brasil;2024-04-24;0.56;433.11;103.79;68.85;4;182.46;Operando;82.34
NUC-00280;Central Nuclear Santa;SC - Brasil;2023-06-13;1.66;272.4;107.18;79.8;0;443.05;Desativada;0
NUC-00281;Reator Atlântico;SP - Brasil;2025-01-23;0.63;448.43;145.47;90.79;4;206.74;Desativada;0
NUC-00282;Angra 1;MG - Brasil;2023-07-24;0.18;241.07;86.58;85.47;3;;Em Manutenção;3.52
NUC-00283;Reator Atlântico;SP - Brasil;2024-09-09;4.58;370.44;111.29;51.6;2;125.92;Em Manutenção;8.96
NUC-00284;Angra 2;MG - Brasil;2024-08-06;2.32;210.7;84.38;67.96;4;203.35;Desativada;0
NUC-00285;NucleoForte;RJ - Brasil;2024-10-30;3.27;2740.73;76.13;86.88;5;449.26;Desativada;0
NUC-00286;Central Nuclear Santa;BA - Brasil;2023-12-27;1.24;267.77;76.28;67.11;2;447.59;Operando;72.56
NUC-00287;;SC - Brasil;2025-01-20;0.88;371.94;112.39;92.74;0;458.61;Desativada;0
NUC-00288;NucleoForte;RJ - Brasil;;1.75;309.93;103.28;62.59;3;474.73;Desativada;0
NUC-00289;Reator Atlântico;BA - Brasil;2024-03-31;1.57;327.57;122.22;89.6;3;395.03;Desativada;0
NUC-00290;Angra 2;MG - Brasil;2024-11-18;2.1;279.5;89.06;98.95;3;322.31;Desativada;0
NUC-00291;Angra 1;SC - Brasil;2024-01-05;0.27;400.78;133.27;80.66;2;338.36;Desativada;0
NUC-00292;Angra 1;SP - Brasil;2024-02-14;0.68;207.52;51.47;81.9;5;44.88;Desativada;0
NUC-00293;Reator Atlântico;SP - Brasil;2024-03-06;3.12;289.87;63.17;66.56;2;255.48;Operando;67.1
NUC-00294;Angra 1;SP - Brasil;2024-03-11;2.35;432.66;147.94;86.06;2;30.34;Operando;84.01
NUC-00295;Central Nuclear Santa;MG - Brasil;2024-01-18;1.54;335.62;82.85;83.3;2;95.8;Desativada;0
NUC-00296;Angra 2;RJ - Brasil;2025-01-27;3.45;200.21;80.9;82.17;2;171.63;Em Manutenção;0.87
NUC-00297;Angra 2;SP - Brasil;2025-01-10;1.71;280.63;118.78;99.79;0;87.25;Operando;110.43
NUC-00298;Angra 1;SP - Brasil;2023-07-09;3.08;373.94;836.57;50.35;1;188.39;Parcialmente Operando;20.54
NUC-00299;NucleoForte;RJ - Brasil;2023-02-20;2.66;436.71;123.32;77.63;3;266.71;Operando;
NUC-00300;Angra 2;SC - Brasil;2024-08-13;2.68;346.87;131.15;63.62;1;487.13;Em Manutenção;17.36
NUC-00301;Angra 2;BA - Brasil;2023-03-04;1.2;317.37;122.01;84.53;1;406.96;Em Manutenção;
NUC-00302;Angra 2;MG - Brasil;2024-07-19;2.36;210.01;68.96;82.28;5;399.52;Desativada;0
NUC-00303;;RJ - Brasil;2023-06-21;1.23;420.68;86.92;100.0;2;343.5;Desativada;0
;Central Nuclear Santa;SC - Brasil;2024-07-07;2.63;297.27;63.88;67.85;0;342.9;Parcialmente Operando;39.35
NUC-00305;NucleoForte;SP - Brasil;2023-09-20;0.05;256.26;82.71;;1;453.48;Em Manutenção;18.58
NUC-00306;Angra 1;MG - Brasil;2023-12-27;3.57;352.29;101.49;61.73;4;492.49;Em Manutenção;10.47
NUC-00307;Reator Atlântico;SC - Brasil;2023-08-03;0.71;2109.42;102.34;97.52;1;255.2;Desativada;0
NUC-00308;Angra 2;MG - Brasil;2023-10-30;0.4;240.82;86.53;;2;494.26;Operando;80.8
NUC-00309;Reator Atlântico;RJ - Brasil;2023-08-21;3.42;275.98;99.21;57.69;2;;Em Manutenção;12.48
NUC-00310;NucleoForte;MG - Brasil;2024-10-21;3.99;337.09;90.25;53.85;2;190.46;Em Manutenção;7.47
NUC-00311;Angra 1;SC - Brasil;2024-03-06;0.12;291.64;74.4;71.93;3;422.3;Parcialmente Operando;36.71
NUC-00312;Angra 2;MG - Brasil;2024-06-21;1.12;322.08;108.03;53.84;2;153.88;Em Manutenção;3.25
NUC-00313;Angra 1;SC - Brasil;2023-10-22;4.65;418.77;106.08;66.55;3;481.55;Em Manutenção;0.27
NUC-00314;Angra 2;RJ - Brasil;2023-09-21;2.67;265.31;51.91;53.62;2;392.75;Operando;50.46
NUC-00315;Angra 2;SC - Brasil;2023-12-19;0.82;431.22;138.06;86.28;3;287.56;Desativada;0
NUC-00316;Angra 1;BA - Brasil;2023-12-15;0.19;408.93;91.23;60.94;1;471.15;Operando;49.48
NUC-00317;Central Nuclear Santa;MG - Brasil;2024-09-10;2.89;388.91;79.34;89.24;20;185.58;Parcialmente Operando;41.43
NUC-00318;Angra 2;BA - Brasil;2023-04-07;4.85;3581.34;121.19;56.87;0;161.11;Em Manutenção;3.59
NUC-00319;Angra 2;BA - Brasil;2024-06-19;0.81;352.28;132.67;96.51;5;311.31;Parcialmente Operando;56.13
NUC-00320;Central Nuclear Santa;SC - Brasil;2024-07-23;2.96;252.98;63.87;91.17;1;126.03;Desativada;0
NUC-00321;NucleoForte;SC - Brasil;2024-03-15;4.72;259.06;82.09;100.0;2;288.53;Parcialmente Operando;18.17
NUC-00322;Central Nuclear Santa;BA - Brasil;2023-02-19;0.51;426.21;110.26;80.19;1;268.52;Desativada;0
NUC-00323;Angra 2;MG - Brasil;2023-05-09;2.11;207.61;70.72;74.01;1;461.82;Desativada;0.0
NUC-00324;Angra 1;;2023-10-05;2.95;322.52;82.27;66.8;1;233.01;Operando;76.18
NUC-00325;Angra 2;RJ - Brasil;2023-10-12;0.92;3472.17;150.0;96.83;5;45.98;Em Manutenção;0.81
NUC-00326;Angra 1;SP - Brasil;2024-03-27;3.12;393.53;114.01;50.77;0;251.28;Parcialmente Operando;15.54
NUC-00327;NucleoForte;MG - Brasil;2023-06-04;4.94;262.8;73.51;77.77;1;4105.77;Operando;91.62
NUC-00328;Reator Atlântico;MG - Brasil;2024-01-20;4.9;339.95;101.85;98.54;4;172.93;Parcialmente Operando;39.0
NUC-00329;Central Nuclear Santa;BA - Brasil;2024-02-10;1.07;344.98;82.31;59.53;5;192.41;Em Manutenção;11.62
NUC-00330;NucleoForte;SP - Brasil;2023-09-22;2.19;263.31;80.61;92.89;5;482.81;;0
NUC-00331;Angra 2;SC - Brasil;2024-06-06;0.05;292.98;103.88;79.04;4;379.89;Desativada;0
NUC-00332;NucleoForte;SC - Brasil;2023-08-05;2.16;247.92;97.83;65.44;5;412.39;Parcialmente Operando;23.74
NUC-00333;NucleoForte;SC - Brasil;2024-11-08;3.69;261.79;78.27;94.34;4;376.47;Desativada;0
NUC-00334;Central Nuclear Santa;BA - Brasil;2024-10-05;4.38;230.83;81.44;58.07;5;294.59;Parcialmente Operando;34.01
NUC-00335;Angra 1;BA - Brasil;2023-09-22;4.18;214.66;62.71;;3;82.11;Desativada;0
NUC-00336;NucleoForte;SC - Brasil;2024-02-21;4.58;232.78;88.37;;5;380.02;Em Manutenção;8.49
NUC-00337;NucleoForte;MG - Brasil;2023-03-12;2.15;272.76;112.02;70.32;2;;Em Manutenção;17.58
NUC-00338;Angra 2;BA - Brasil;2023-04-22;3.47;402.39;85.96;88.23;5;145.83;Em Manutenção;11.78
NUC-00339;NucleoForte;BA - Brasil;2024-05-26;3.96;264.1;57.82;61.14;1;11.85;Desativada;0
NUC-00340;NucleoForte;MG - Brasil;2023-04-07;1.86;227.48;77.98;77.72;1;400.75;Operando;72.3
NUC-00341;Angra 1;MG - Brasil;2023-06-08;2.87;253.18;65.7;64.93;1;462.75;Desativada;0
NUC-00342;Angra 1;MG - Brasil;2023-09-05;2.15;325.97;84.72;77.93;5;248.49;Em Manutenção;15.27
NUC-00343;Reator Atlântico;MG - Brasil;2024-02-15;1.11;252.62;451.55;93.2;3;60.5;Parcialmente Operando;34.35
NUC-00344;Central Nuclear Santa;BA - Brasil;2023-09-22;0.1;323.95;123.61;77.86;4;40.17;Parcialmente Operando;24.6
NUC-00345;NucleoForte;SC - Brasil;2023-12-14;4.94;203.08;52.68;79.58;2;195.87;Desativada;0
NUC-00346;Reator Atlântico;RJ - Brasil;2023-03-10;1.83;288.57;64.0;93.45;5;139.19;Parcialmente Operando;46.46
NUC-00347;Angra 2;MG - Brasil;2023-08-21;2.49;224.64;87.71;80.02;3;25.09;Em Manutenção;7.18
NUC-00348;Central Nuclear Santa;SP - Brasil;2024-09-22;1.3;362.07;118.76;54.69;5;279.85;Em Manutenção;2.67
NUC-00349;NucleoForte;;2023-12-29;2.5;330.4;67.72;57.77;0;31.21;Parcialmente Operando;20.62
NUC-00350;Central Nuclear Santa;SP - Brasil;2023-05-17;1.06;414.47;93.85;61.1;0;29.97;Desativada;0
NUC-00351;Reator Atlântico;MG - Brasil;2023-09-26;0.39;400.46;107.01;81.29;2;265.05;Operando;71.54
NUC-00352;Angra 2;MG - Brasil;2024-12-03;1.28;427.92;151.67;73.44;1;363.52;Em Manutenção;2.68
NUC-00353;Central Nuclear Santa;SC - Brasil;2023-11-04;3.63;277.42;76.07;76.2;1;88.42;Operando;90.28
NUC-00354;Angra 2;SC - Brasil;2023-10-21;0.74;1818.05;61.93;57.65;0;433.76;Em Manutenção;7.41
NUC-00355;Central Nuclear Santa;RJ - Brasil;2023-05-18;3.89;341.75;83.31;59.98;3;248.05;Em Manutenção;12.39
NUC-00356;NucleoForte;SC - Brasil;2024-10-27;0.05;204.61;76.61;67.76;1;66.7;Desativada;0
NUC-00357;NucleoForte;SP - Brasil;2024-11-16;4.1;434.35;142.0;72.94;5;170.79;Em Manutenção;67.3
NUC-00358;Angra 1;MG - Brasil;2024-08-27;3.14;244.13;67.67;78.38;2;469.52;Desativada;0
NUC-00359;Reator Atlântico;RJ - Brasil;2024-02-02;2.0;370.07;98.71;91.21;3;348.1;Desativada;0
NUC-00360;Reator Atlântico;SC - Brasil;2023-02-17;1.77;275.37;93.19;65.57;1;23.55;Parcialmente Operando;32.7
NUC-00361;NucleoForte;BA - Brasil;2024-04-04;0.79;201.23;70.39;88.92;0;443.31;Em Manutenção;4.46
NUC-00362;Central Nuclear Santa;SP - Brasil;2023-02-04;2.89;321.83;61.49;59.2;2;78.42;Desativada;0
NUC-00363;Reator Atlântico;MG - Brasil;2023-10-29;3.92;202.25;67.58;85.29;0;36.87;Parcialmente Operando;32.86
NUC-00364;Central Nuclear Santa;SP - Brasil;2023-04-07;2.09;392.0;78.58;90.12;1;41.51;Parcialmente Operando;52.5
NUC-00365;Angra 1;SC - Brasil;2024-01-11;3.96;220.81;73.33;85.81;2;162.92;Operando;98.16
NUC-00366;Central Nuclear Santa;SC - Brasil;2023-05-11;3.7;442.74;78.19;83.49;;;Desativada;0
NUC-00367;Central Nuclear Santa;SP - Brasil;2023-02-08;1.34;263.92;59.0;83.24;;342.06;Parcialmente Operando;26.09
NUC-00368;Central Nuclear Santa;MG - Brasil;2024-10-06;4.11;266.81;68.52;71.13;0;39.53;Parcialmente Operando;41.0
NUC-00369;Reator Atlântico;SC - Brasil;2024-03-23;0.96;406.81;90.75;84.17;5;3729.32;Desativada;0
NUC-00370;Angra 2;RJ - Brasil;2024-10-16;4.84;374.1;108.39;88.07;1;449.37;Em Manutenção;16.55
NUC-00371;Angra 2;BA - Brasil;2023-08-05;0.11;4118.63;71.75;81.27;3;321.62;Em Manutenção;2.5
NUC-00372;Central Nuclear Santa;MG - Brasil;2024-03-20;4.74;370.14;89.07;79.74;2;47.14;Parcialmente Operando;44.86
NUC-00373;;BA - Brasil;2024-11-15;0.34;384.23;100.18;96.42;3;200.84;Em Manutenção;16.11
NUC-00374;Reator Atlântico;SC - Brasil;2024-06-21;3.25;339.28;;69.07;2;408.13;Em Manutenção;16.2
NUC-00375;NucleoForte;BA - Brasil;2023-08-12;2.61;379.74;;66.88;1;125.26;Desativada;0
NUC-00376;Central Nuclear Santa;SC - Brasil;2023-04-30;3.07;293.59;71.52;82.75;1;410.7;Operando;90.23
NUC-00377;Reator Atlântico;SP - Brasil;2023-08-18;2.09;423.04;132.6;66.45;2;104.92;Desativada;0
NUC-00378;Angra 1;SC - Brasil;2023-12-30;2.83;285.68;95.42;69.66;3;422.23;Parcialmente Operando;24.09
NUC-00379;NucleoForte;MG - Brasil;2023-03-12;3.89;221.53;83.42;63.02;0;460.86;Em Manutenção;17.25
NUC-00380;NucleoForte;SP - Brasil;2023-08-31;0.77;231.37;50.13;75.92;5;413.65;Parcialmente Operando;36.83
NUC-00381;Central Nuclear Santa;SC - Brasil;2024-12-09;;397.18;130.59;60.86;2;126.04;Operando;71.66
NUC-00382;Angra 1;RJ - Brasil;2023-07-29;4.96;303.59;100.19;93.87;2;135.57;Desativada;0
NUC-00383;Reator Atlântico;BA - Brasil;2023-07-05;1.72;227.67;92.91;51.68;3;48.12;Em Manutenção;4.18
NUC-00384;Reator Atlântico;BA - Brasil;2023-02-10;3.11;417.26;137.86;57.32;3;467.61;Parcialmente Operando;33.35
NUC-00385;Central Nuclear Santa;RJ - Brasil;2024-05-25;3.77;345.3;97.47;80.86;5;319.9;Em Manutenção;14.43
NUC-00386;Reator Atlântico;SC - Brasil;2023-05-20;1.13;202.41;48.03;71.36;3;103.32;;28.91
NUC-00387;Angra 1;RJ - Brasil;2024-12-17;2.31;389.29;105.12;66.04;1;59.17;Em Manutenção;14.36
NUC-00388;Central Nuclear Santa;SP - Brasil;2023-04-06;4.84;373.67;79.0;66.34;2;728.46;Desativada;0
NUC-00389;Angra 1;BA - Brasil;2024-10-23;4.94;278.93;704.33;56.25;4;132.11;Em Manutenção;12.56
NUC-00390;Angra 1;MG - Brasil;2024-06-17;4.83;260.46;;56.83;19;17.92;Desativada;0
NUC-00391;Angra 1;BA - Brasil;2024-06-06;1.22;299.2;107.15;95.33;2;72.17;Parcialmente Operando;34.87
NUC-00392;Reator Atlântico;RJ - Brasil;;0.74;224.41;53.63;65.61;3;147.29;Desativada;0
NUC-00393;Angra 1;BA - Brasil;2024-09-08;1.51;202.85;86.96;73.09;4;119.86;Operando;84.38
NUC-00394;NucleoForte;BA - Brasil;2024-07-04;4.45;371.31;78.57;61.09;4;394.85;Em Manutenção;4.87
NUC-00395;Central Nuclear Santa;BA - Brasil;2024-12-17;2.52;289.82;98.34;90.34;2;44.22;Desativada;0
NUC-00396;NucleoForte;BA - Brasil;2023-03-11;2.11;229.74;66.52;74.17;0;371.83;Em Manutenção;10.65
NUC-00397;NucleoForte;BA - Brasil;2023-03-12;1.04;315.94;60.73;86.48;5;231.69;Desativada;0
NUC-00398;Angra 1;SP - Brasil;2023-08-05;1.88;350.52;81.87;94.34;4;124.08;Parcialmente Operando;38.65
NUC-00399;;RJ - Brasil;2024-09-02;4.41;412.86;74.75;99.24;1;320.03;Desativada;0
NUC-00400;Central Nuclear Santa;MG - Brasil;2023-08-26;0.13;280.31;68.0;62.29;0;200.67;Operando;56.27
NUC-00401;Angra 1;MG - Brasil;2023-04-07;1.28;316.01;119.43;98.61;3;147.76;Parcialmente Operando;55.65
NUC-00402;Angra 2;SP - Brasil;2024-09-26;3.91;317.3;109.0;62.42;0;105.25;Em Manutenção;16.95
NUC-00403;Angra 2;MG - Brasil;2024-03-22;0.89;205.62;56.24;76.33;1;129.52;Operando;68.98
NUC-00404;NucleoForte;RJ - Brasil;2024-08-01;4.81;312.02;92.63;55.03;1;304.16;Em Manutenção;2.19
NUC-00405;Reator Atlântico;BA - Brasil;2023-09-25;4.19;236.9;83.4;78.14;3;349.68;Operando;65.13
NUC-00406;Reator Atlântico;BA - Brasil;2024-01-13;4.82;243.66;72.62;92.99;2;156.75;Desativada;0
NUC-00407;Angra 2;SP - Brasil;2024-04-04;0.82;363.28;127.34;52.31;0;461.34;Desativada;0
NUC-00408;NucleoForte;MG - Brasil;2023-09-03;4.05;294.24;79.1;87.76;2;385.74;Operando;95.44
NUC-00409;Angra 2;SP - Brasil;2024-04-08;1.69;387.11;115.7;62.99;3;28.6;Operando;52.67
NUC-00410;Angra 2;SC - Brasil;2023-03-14;4.02;381.54;83.1;92.5;0;363.55;Em Manutenção;3.07
NUC-00411;Angra 2;MG - Brasil;2024-09-24;4.02;209.94;56.36;81.3;3;;Operando;93.24
NUC-00412;;BA - Brasil;2023-04-06;1.75;239.13;87.01;78.08;4;306.97;Parcialmente Operando;23.58
NUC-00413;Angra 2;RJ - Brasil;2023-03-11;2.16;268.09;59.2;65.06;4;113.24;Operando;61.42
NUC-00414;NucleoForte;RJ - Brasil;2025-01-05;1.73;343.56;86.13;80.29;0;134.1;Em Manutenção;14.39
NUC-00415;NucleoForte;SC - Brasil;2024-05-03;4.78;410.3;87.68;68.92;1;239.67;Desativada;0
NUC-00416;Angra 1;SC - Brasil;2023-08-18;2.72;;79.88;57.0;2;197.36;Parcialmente Operando;27.78
NUC-00417;NucleoForte;MG - Brasil;2024-06-26;2.58;276.36;104.18;93.15;0;239.39;Operando;95.93
NUC-00418;Reator Atlântico;SP - Brasil;2023-10-04;3.36;379.59;87.38;50.49;5;388.13;Desativada;0
NUC-00419;Reator Atlântico;RJ - Brasil;2024-10-18;0.47;209.34;86.57;99.07;0;185.37;Em Manutenção;10.56
NUC-00420;Angra 2;MG - Brasil;2024-11-15;2.98;2797.17;144.67;88.15;0;190.01;Operando;94.45
NUC-00421;Angra 2;MG - Brasil;2023-10-19;1.29;329.79;131.58;66.29;1;247.81;Desativada;0
;Reator Atlântico;RJ - Brasil;2025-01-18;1.38;216.77;63.86;93.61;4;12.49;;18.03
NUC-00423;Central Nuclear Santa;;2024-08-31;3.54;353.23;105.87;68.2;;450.64;Parcialmente Operando;36.93
NUC-00424;Reator Atlântico;SC - Brasil;2023-12-04;2.36;271.37;84.25;73.54;3;223.6;Em Manutenção;18.99
NUC-00425;NucleoForte;BA - Brasil;2025-01-25;2.06;400.65;67.56;76.17;5;353.03;Parcialmente Operando;25.47
NUC-00426;Reator Atlântico;RJ - Brasil;2024-04-07;4.84;393.89;137.14;76.41;1;499.53;Desativada;0
NUC-00427;Reator Atlântico;MG - Brasil;2024-03-04;1.41;366.3;82.23;95.71;5;167.55;Operando;103.36
NUC-00428;NucleoForte;RJ - Brasil;2023-12-12;1.21;374.74;143.07;55.74;3;378.35;Parcialmente Operando;26.99
NUC-00429;Reator Atlântico;SP - Brasil;2024-09-05;2.21;284.17;76.4;58.79;1;120.78;Operando;64.86
NUC-00430;Central Nuclear Santa;SC - Brasil;2023-11-27;0.87;326.76;121.6;93.62;2;299.58;Desativada;0
NUC-00431;NucleoForte;MG - Brasil;2024-03-19;2.32;420.35;92.49;67.47;4;153.7;Em Manutenção;15.35
NUC-00432;Angra 1;BA - Brasil;2024-09-24;3.04;211.02;76.46;94.84;0;253.03;Operando;100.68
NUC-00433;Angra 1;RJ - Brasil;2023-07-24;3.18;274.65;95.08;54.31;2;72.35;Parcialmente Operando;25.79
NUC-00434;NucleoForte;MG - Brasil;2023-03-09;0.77;362.01;86.39;88.13;0;295.91;Operando;96.59
NUC-00435;Angra 1;RJ - Brasil;2023-04-25;2.51;292.9;58.51;80.32;3;2479.66;Desativada;0
NUC-00436;Reator Atlântico;SC - Brasil;2023-09-02;4.95;239.22;63.21;84.08;3;413.17;Operando;74.75
NUC-00437;Central Nuclear Santa;MG - Brasil;2024-07-28;0.24;299.04;75.72;70.95;2;116.88;Desativada;0
NUC-00438;NucleoForte;SC - Brasil;2024-10-22;3.72;319.27;89.82;88.79;2;51.74;Em Manutenção;6.31
NUC-00439;Angra 2;MG - Brasil;2025-01-01;2.77;299.51;116.54;93.32;2;471.99;Em Manutenção;10.25
NUC-00440;Angra 1;BA - Brasil;2024-07-29;2.45;309.23;89.51;70.78;0;251.24;Parcialmente Operando;32.48
NUC-00441;Reator Atlântico;RJ - Brasil;2024-02-16;0.66;435.31;112.85;60.21;13;485.05;Em Manutenção;14.87
NUC-00442;Angra 1;MG - Brasil;2023-05-15;4.05;415.08;156.55;88.82;5;272.42;Desativada;0
NUC-00443;Reator Atlântico;SC - Brasil;2024-03-02;4.05;246.71;61.45;65.72;5;289.66;Desativada;0
NUC-00444;Angra 1;BA - Brasil;2023-09-15;0.9;2212.45;61.16;90.96;4;56.96;Operando;97.01
NUC-00445;Reator Atlântico;MG - Brasil;2023-06-24;1.11;433.59;80.94;99.44;3;304.36;Parcialmente Operando;50.36
NUC-00446;NucleoForte;RJ - Brasil;2023-06-02;0.04;394.73;84.53;89.4;0;404.34;Em Manutenção;6.15
NUC-00447;NucleoForte;RJ - Brasil;2024-11-28;2.09;387.77;67.87;99.6;0;236.33;Operando;104.92
NUC-00448;Central Nuclear Santa;BA - Brasil;2023-03-03;0.37;236.63;107.92;63.62;1;144.35;Em Manutenção;8.42
NUC-00449;Central Nuclear Santa;RJ - Brasil;2024-09-28;4.9;200.69;73.81;80.49;2;470.32;Desativada;0
NUC-00450;Angra 2;SC - Brasil;2024-05-22;4.25;273.06;84.02;83.84;4;402.88;Parcialmente Operando;30.9
NUC-00451;Reator Atlântico;SC - Brasil;2023-10-27;1.17;265.18;71.01;53.0;1;184.34;Parcialmente Operando;30.74
